year,round_id,seed,division_id,team_id,team_name,bracket,p
2017,1,1,1,UCLA,UCLA,"{1,1,1,1,1,1}",1.0
2017,1,,1,Wagner,Wagner,"{2,2,1,1,1,1}",1.0
2017,1,,1,UC San Diego,UC San Diego,"{3,2,1,1,1,1}",1.0
2017,1,4,1,UC Irvine,UC Irvine,"{4,3,2,1,1,1}",1.0
2017,1,,1,California,California,"{5,4,2,1,1,1}",1.0
2017,1,2,1,Stanford,Stanford,"{6,5,3,2,1,1}",1.0
2017,1,,1,Pacific,Pacific,"{7,6,3,2,1,1}",1.0
2017,1,,1,Pomona Pitzer,Pomona-Pitzer,"{8,6,3,2,1,1}",1.0
2017,1,3,1,USC,USC,"{9,7,4,2,1,1}",1.0
2017,1,,1,Michigan,Michigan,"{10,8,4,2,1,1}",1.0
