2016,Brown,10,,Cal Baptist,8,,
2016,Cal Baptist,16,,Wagner,5,,
2016,Cal Baptist,25,,Connecticut,7,,
2016,Cal Baptist,14,,Fordham,7,,
2016,California,18,,Princeton,8,,
2016,California,15,,George Washington,4,,
2016,California,17,,St.Francis Brooklyn,0,,
2016,California,16,,Johns Hopkins,2,,
2016,Claremont Mudd Scripps,10,,Redlands,9,,OT
2016,Claremont Mudd Scripps,15,,Concordia,7,,
2016,Gannon,17,,Washington & Jefferson,13,,
2016,Gannon,15,,Salem International,9,,
2016,Gannon,18,,Penn State Behrend,6,,
2016,George Washington,16,,Iona,6,,
2016,George Washington,12,,Air Force,11,,OT SD
2016,Harvard,13,,Air Force,12,,OT SD
2016,Harvard,12,,UC San Diego,10,,
2016,Harvard,15,,Fordham,4,,
2016,Long Beach,22,,La Verne,2,,
2016,Long Beach,21,,Chapman,3,,
2016,Long Beach,17,,Claremont Mudd Scripps,5,,
2016,Long Beach,19,,Occidental,1,,
2016,Loyola Marymount,18,,Occidental,6,,
2016,Mercyhurst,14,,Salem International,9,,
2016,Mercyhurst,16,,Washington & Jefferson,11,,
2016,Mercyhurst,14,,Penn State Behrend,8,,
2016,Pepperdine,18,,La Verne,4,,
2016,Pepperdine,24,,Chapman,3,,
2016,Pepperdine,26,,Claremont Mudd Scripps,4,,
2016,Pepperdine,18,,Redlands,4,,
2016,Pomona Pitzer,16,,Concordia,8,,
2016,Pomona Pitzer,16,,La Verne,7,,
2016,Pomona Pitzer,16,,La Verne,7,,
2016,Princeton,14,,Wagner,10,,
2016,Princeton,13,,Air Force,3,,
2016,Princeton,13,,Santa Clara,8,,
2016,Redlands,13,,Pomona Pitzer,11,,
2016,Redlands,16,,Occidental,4,,
2016,Santa Clara,16,,Iona,9,,
2016,Santa Clara,16,,Connecticut,3,,
2016,Santa Clara,10,,Fordham,8,,
2016,St.Francis Brooklyn,15,,Air Force,10,,
2016,Stanford,10,,UC Irvine,5,,
2016,UC Davis,13,,San Jose State,7,,
2016,UC Irvine,8,,Whittier,4,,
2016,UC Irvine,9,,Pomona Pitzer,7,,
2016,UC San Diego,12,,Brown,11,,OT
2016,UC San Diego,21,,Iona,4,,
2016,UC Santa Barbara,13,,Loyola Marymount,7,,
2016,UCLA,17,,Brown,2,,
2016,UCLA,20,,Johns Hopkins,8,,
2016,UCLA,16,,St.Francis Brooklyn,5,,
2016,UCLA,18,,Princeton,9,,
2016,UC San Diego,15,,Johns Hopkins,4,,
2016,USC,14,,UC Santa Barbara,3,,
2016,USC,27,,Whittier,3,,
2016,USC,26,,La Verne,1,,
2016,Wagner,16,,Connecticut,5,,
2016,Washington & Jefferson,14,,Salem International,13,,
2016,Whittier,8,,Loyola Marymount,7,,
2016,Whittier,15,,Occidental,6,,
2016,Air Force,14,,Cal Lutheran,8,,
2016,Brown,12,,George Washington,11,,
2016,Brown,14,,Wagner,5,,
2016,Brown,12,,Johns Hopkins,7,,
2016,Bucknell,15,,MIT,8,,
