2017,Azusa Pacific,13,,Fresno Pacific,9,,
2017,Brown,10,,Connecticut,4,,
2017,Brown,8,,Bucknell,7,,
2017,Brown,12,,George Washington,6,,
2017,Cal Lutheran,10,,Chapman,5,,
2017,California,12,,San Jose State,6,,
2017,Carthage,12,,Connecticut,4,,
2017,Carthage,13,,Utica,3,,
2017,Carthage,14,,Grove City,8,,
2017,Carthage,14,,Penn State Behrend,8,,
2017,Claremont Mudd Scripps,10,,Chapman,7,,
2017,Connecticut,13,,Grove City,8,,
2017,Connecticut,6,,Penn State Behrend,4,,
2017,Connecticut,10,,Monmouth,7,,
2017,CSU East Bay,11,,CSU Monterey Bay,9,,
2017,Fresno Pacific,7,,Concordia,6,,
2017,Grove City,16,,Utica,10,,
2017,Hartwick,23,,George Washington,12,,
2017,Harvard,9,,Bucknell,5,,
2017,Harvard,15,,George Washington,8,,
2017,Hawaii,7,,UC Davis,6,,
2017,Indiana,12,,Bucknell,7,,
2017,Indiana,16,,George Washington,11,,
2017,Iona,13,,Siena,4,,
2017,Iona,9,,Villanova,6,,
2017,Iona,15,,St.Francis Brooklyn,7,,
2017,La Verne,18,,Occidental,4,,
2017,La Verne,21,,Cal Tech,6,,
2017,Loyola Marymount,13,,Azusa Pacific,8,,
2017,Loyola Marymount,8,,Cal Baptist,6,,
2017,Macalester,11,,Penn State Behrend,6,,
2017,Macalester,8,,Washington & Jefferson,6,,
2017,Macalester,11,,Grove City,2,,
2017,Macalester,12,,Utica,5,,
2017,Marist,17,,Iona,12,,
2017,Marist,13,,St.Francis Brooklyn,4,,
2017,Marist,20,,La Salle,3,,
2017,Marist,15,,Siena,7,,
2017,Michigan,16,,Brown,2,,
2017,Michigan,16,,Hartwick,10,,
2017,Michigan,15,,Harvard,7,,
2017,Monmouth,9,,Penn State Behrend,7,,
2017,Monmouth,13,,Utica,4,,
2017,Monmouth,9,,Grove City,6,,
2017,Pacific,17,,Concordia,2,,
2017,Penn State Behrend,10,,Utica,6,,
2017,Pomona Pitzer,6,,Cal Lutheran,5,,OT
2017,Princeton,10,,Indiana,6,,
2017,Princeton,11,,Brown,8,,
2017,Princeton,13,,Hartwick,12,,
2017,Redlands,9,,Claremont Mudd Scripps,8,,OT
2017,San Diego State,8,,Pacific,7,,
2017,Sonoma State,8,,Santa Clara,5,,
2017,St.Francis Brooklyn,12,,La Salle,6,,
2017,Stanford,12,,USC,8,,
2017,UC Irvine,10,,UC Santa Barbara,5,,
2017,UC San Diego,9,,Long Beach State,8,,
2017,UC San Diego,7,,Pomona Pitzer,5,,
2017,UCLA,13,,Arizona State,5,,
2017,Villanova,14,,St.Francis Brooklyn,4,,
2017,VMI,13,,St.Francis Brooklyn,8,,
2017,VMI,16,,Villanova,11,,
2017,Wagner,19,,La Salle,1,,
2017,Wagner,13,,Siena,5,,
2017,Wagner,13,,VMI,10,,OT
2017,Washington & Jefferson,10,,Monmouth,6,,
2017,Washington & Jefferson,15,,Utica,4,,
2017,Washington & Jefferson,10,,Carthage,7,,
2017,Washington & Jefferson,12,,Connecticut,4,,
2017,Whittier,13,,Cal Tech,2,,
