2018,Brown,10,,Occidental,3,,
2018,Brown,10,,Cal Lutheran,3,,
2018,Brown,9,,Concordia,3,,
2018,Cal Baptist,9,,Azusa Pacific,8,,
2018,Cal Lutheran,13,,Occidental,4,,
2018,Cal State East Bay,13,,Sonoma State,9,,
2018,California,13,,San Jose State,5,,
2018,California,15,,San Diego State,7,,
2018,Chapman,9,,La Verne,6,,
2018,Chapman,12,,Occidental,3,,
2018,Claremont Mudd Scripps,17,,Cal Tech,3,,
2018,Claremont Mudd Scripps,11,,Whittier,7,,
2018,Connecticut,10,,Utica,9,,
2018,Fresno State,7,,Santa Clara,6,,
2018,Hartwick,13,,Brown,8,,
2018,Hartwick,17,,Concordia,9,,
2018,Hawaii,12,,UC Davis,7,,
2018,La Verne,6,,Redlands,5,,
2018,Long Beach State,10,,Cal State Northridge,8,,OT
2018,Long Beach State,10,,Brown,4,,
2018,Mercyhurst,15,,Penn State Behrend,7,,
2018,Michigan,9,,Indiana,7,,
2018,Pomona Pitzer,14,,Whittier,4,,
2018,Pomona Pitzer,9,,Cal Lutheran,4,,
2018,Santa Clara,12,,Fresno Pacific,3,,
2018,Siena,18,,Connecticut,1,,
2018,Siena,16,,Utica,4,,
2018,St.Francis Brooklyn,20,,Connecticut,11,,
2018,Stanford,8,,UC Irvine,3,,
2018,Stanford,17,,UC Santa Barbara,2,,
2018,UC Irvine,7,,UC Santa Barbara,2,,
2018,UC Irvine,12,,Hartwick,8,,
2018,UC San Diego,18,,Fresno Pacific,3,,
2018,UC San Diego,13,,Fresno State,11,,
2018,UC Santa Barbara,12,,VMI,3,,
2018,UCLA,6,,Arizona State,3,,
2018,USC,21,,Hartwick,9,,
2018,VMI,16,,La Verne,10,,
2018,VMI,11,,Whittier,6,,
2018,VMI,14,,Occidental,10,,
2018,VMI,12,,Redlands,5,,
2018,Azusa Pacific,15,,Whittier,11,,
2018,Brown,11,,Claremont Mudd Scripps,7,,
2018,Brown,8,,Azusa Pacific,6,,
2018,Brown,15,,Whittier,9,,
2018,Bucknell,8,,George Washington,7,,OT
2018,Bucknell,15,,Saint Francis,9,,
2018,Cal Lutheran,8,,Claremont Mudd Scripps,4,,
2018,Cal Lutheran,17,,Cal Tech,1,,
2018,Cal State East Bay,18,,Chapman,1,,
2018,Cal State East Bay,14,,La Verne,6,,
2018,Cal State East Bay,16,,Redlands,7,,
2018,Cal State Northridge,14,,Cal State East Bay,4,,
2018,Cal State Northridge,16,,Redlands,3,,
2018,Carthage,12,,Grove City,7,,
2018,Chapman,18,,Cal Tech,4,,
2018,Claremont Mudd Scripps,9,,Chapman,4,,
2018,Connecticut,16,,Washington & Jefferson,10,,
2018,Connecticut,9,,Carthage,5,,
2018,Connecticut,17,,Grove City,11,,
2018,George Washington,15,,Saint Francis,11,,
2018,Grove City,18,,Utica,9,,
2018,Hartwick,10,,Pomona Pitzer,8,,
2018,Hartwick,16,,Claremont Mudd Scripps,7,,
2018,Hartwick,12,,Cal State Northridge,11,,OT SD
2018,Hartwick,24,,Occidental,14,,
2018,Harvard,13,,Saint Francis,7,,
2018,Harvard,14,,George Washington,8,,
2018,Indiana,11,,Harvard,10,,
2018,Indiana,11,,Bucknell,8,,
2018,Indiana,15,,Saint Francis,5,,
2018,Iona,15,,Siena,5,,
2018,Iona,14,,St.Francis Brooklyn,8,,
2018,Iona,15,,La Salle,2,,
2018,La Verne,12,,Washington & Jefferson,7,,
2018,La Verne,14,,Occidental,5,,
2018,Macalester,10,,Monmouth,9,,OT SD
2018,Macalester,14,,Washington & Jefferson,4,,
2018,Macalester,14,,Penn State Behrend,1,,
2018,Marist,12,,VMI,8,,
2018,Marist,6,,Villanova,5,,
2018,Monmouth,12,,Penn State Behrend,6,,
2018,Monmouth,12,,Washington & Jefferson,6,,
2018,Monmouth,6,,Carthage,4,,
2018,Pacific,11,,Loyola Marymount,6,,
2018,Pacific,17,,Cal Baptist,8,,
2018,Penn State Behrend,15,,Utica,4,,
2018,Pomona Pitzer,9,,Brown,8,,OT
2018,Pomona Pitzer,18,,Chapman,5,,
2018,Princeton,10,,San Diego State,4,,
2018,Princeton,14,,Concordia,9,,
2018,Redlands,15,,Occidental,11,,
2018,San Diego State,10,,Azusa Pacific,8,,OT
2018,San Diego State,12,,Cal State Monterey Bay,2,,
2018,San Jose State,9,,Santa Clara,5,,
2018,Siena,11,,La Salle,10,,
2018,St.Francis Brooklyn,20,,La Salle,3,,
2018,UC San Diego,15,,Cal State Monterey Bay,3,,
2018,UCLA,15,,Hartwick,7,,
2018,UCLA,9,,Long Beach State,4,,
2018,USC,17,,Princeton,4,,
2018,USC,12,,Arizona State,6,,
2018,USC,19,,Pacific,3,,
2018,Villanova,12,,La Salle,5,,
2018,Villanova,10,,VMI,9,,
2018,VMI,11,,Siena,4,,
2018,Wagner,13,,Marist,6,,
2018,Wagner,22,,St.Francis Brooklyn,8,,
2018,Wagner,15,,Iona,6,,
2018,Wagner,24,,Villanova,7,,
2018,Washington & Jefferson,11,,Utica,6,,
2018,Whittier,12,,Cal Tech,4,,
